id,label
0,3
1,1
2,5
3,3
4,2
5,3
6,2
7,5
8,5
9,5
10,1
11,2
12,0
13,5
14,3
15,5
16,2
17,2
18,5
19,5
20,1
21,3
22,1
23,3
24,5
25,0
26,3
27,5
28,3
29,1
30,4
31,1
32,1
33,5
34,4
35,2
36,5
37,2
38,5
39,0
40,1
41,0
42,0
43,3
44,3
45,0
46,1
47,3
48,2
49,5
50,2
51,0
52,1
53,1
54,5
55,2
56,0
57,1
58,1
59,5
60,4
61,4
62,5
63,0
64,1
65,3
66,1
67,5
68,2
69,3
70,5
71,1
72,2
73,5
74,2
75,0
76,2
77,5
78,5
79,2
80,4
81,0
82,2
83,5
84,2
85,5
86,0
87,4
88,0
89,0
90,3
91,5
92,2
93,0
94,1
95,2
96,5
97,2
98,1
99,5
100,0
101,0
102,0
103,0
104,5
105,3
106,2
107,5
108,3
109,1
110,0
111,1
112,5
113,3
114,2
115,1
116,0
117,4
118,4
119,5
120,3
121,4
122,0
123,5
124,0
125,2
126,3
127,0
128,1
129,1
130,0
131,0
132,5
133,0
134,0
135,3
136,2
137,2
138,4
139,5
140,1
141,2
142,4
143,4
144,5
145,3
146,2
147,3
148,5
149,0
150,1
151,5
152,1
153,3
154,3
155,3
156,1
157,4
158,0
159,3
160,2
161,5
162,4
163,2
164,4
165,1
166,1
167,2
168,1
169,5
170,3
171,1
172,4
173,0
174,4
175,3
176,4
177,2
178,1
179,0
180,3
181,5
182,4
183,1
184,3
185,1
186,4
187,1
188,4
189,5
190,1
191,3
192,1
193,5
194,2
195,3
196,2
197,0
198,0
199,2
200,1
201,0
202,0
203,3
204,1
205,5
206,1
207,0
208,0
209,4
210,1
211,4
212,3
213,0
214,1
215,4
216,2
217,0
218,0
219,0
220,2
221,2
222,1
223,3
224,0
225,4
226,5
227,1
228,2
229,5
230,1
231,1
232,0
233,1
234,0
235,3
236,2
237,0
238,1
239,5
240,0
241,5
242,1
243,3
244,1
245,5
246,4
247,2
248,0
249,1
250,3
251,2
252,5
253,2
254,1
255,5
256,1
257,0
258,5
259,1
260,2
261,1
262,5
263,5
264,5
265,0
266,0
267,5
268,4
269,0
270,3
271,1
272,3
273,3
274,5
275,0
276,0
277,4
278,1
279,2
280,2
281,1
282,3
283,5
284,5
285,2
286,4
287,4
288,4
289,0
290,3
291,4
292,1
293,0
294,2
295,1
296,3
297,4
298,3
299,2
300,5
301,5
302,5
303,2
304,5
305,1
306,2
307,4
308,5
309,1
310,1
311,2
312,1
313,2
314,1
315,4
316,3
317,0
318,3
319,0
320,1
321,3
322,1
323,1
324,3
325,4
326,0
327,4
328,3
329,2
330,4
331,0
332,3
333,1
334,2
335,1
336,0
337,2
338,3
339,4
340,2
341,3
342,0
343,5
344,4
345,3
346,2
347,1
348,5
349,5
350,4
351,2
352,1
353,3
354,3
355,4
356,1
357,2
358,0
359,3
360,1
361,2
362,2
363,5
364,5
365,1
366,1
367,5
368,5
369,5
370,4
371,1
372,0
373,1
374,2
375,2
376,3
377,0
378,1
379,3
380,0
381,0
382,5
383,3
384,2
385,3
386,0
387,2
388,4
389,4
390,5
391,3
392,3
393,4
394,4
395,4
396,5
397,0
398,5
399,0
400,3
401,0
402,0
403,3
404,1
405,5
406,1
407,2
408,1
409,0
410,5
411,1
412,5
413,3
414,3
415,0
416,2
417,5
418,2
419,2
420,3
421,0
422,3
423,3
424,5
425,0
426,5
427,0
428,2
429,3
430,1
431,4
432,4
433,5
434,0
435,4
436,2
437,1
438,5
439,0
440,4
441,2
442,1
443,3
444,5
445,0
446,0
447,0
448,5
449,5
450,2
451,3
452,0
453,4
454,2
455,3
456,1
457,2
458,4
459,2
460,4
461,5
462,0
463,5
464,1
465,2
466,5
467,5
468,0
469,4
470,2
471,3
472,0
473,4
474,1
475,2
476,3
477,2
478,4
479,5
480,1
481,5
482,1
483,1
484,5
485,4
486,1
487,2
488,3
489,0
490,4
491,1
492,4
493,1
494,4
495,4
496,1
497,0
498,4
499,4
500,0
501,2
502,5
503,2
504,1
505,2
506,2
507,1
508,2
509,4
510,5
511,2
512,0
513,4
514,4
515,0
516,5
517,1
518,0
519,4
520,2
521,0
522,0
523,0
524,2
525,4
526,0
527,3
528,5
529,5
530,3
531,4
532,5
533,4
534,4
535,4
536,1
537,0
538,4
539,0
540,1
541,5
542,3
543,3
544,4
545,3
546,1
547,2
548,1
549,1
550,0
551,4
552,5
553,2
554,2
555,4
556,4
557,0
558,3
559,5
560,0
561,1
562,5
563,5
564,2
565,3
566,0
567,3
568,3
569,0
570,0
571,2
572,2
573,4
574,3
575,1
576,4
577,5
578,5
579,2
580,4
581,2
582,0
583,1
584,4
585,2
586,1
587,3
588,1
589,4
590,0
591,1
592,5
593,2
594,2
595,1
596,4
597,1
598,2
599,3
600,1
601,1
602,1
603,2
604,5
605,3
606,3
607,0
608,4
609,2
610,5
611,1
612,1
613,0
614,0
615,0
616,5
617,3
618,2
619,5
620,1
621,3
622,1
623,4
624,4
625,4
626,2
627,0
628,0
629,5
630,4
631,3
632,5
633,1
634,0
635,1
636,3
637,1
638,4
639,0
640,5
641,1
642,2
643,1
644,1
645,2
646,4
647,1
648,0
649,0
650,5
651,0
652,3
653,2
654,3
655,2
656,3
657,0
658,3
659,0
660,4
661,5
662,0
663,2
664,3
665,5
666,3
667,5
668,0
669,1
670,3
671,3
672,3
673,1
674,2
675,3
676,0
677,3
678,4
679,2
680,3
681,4
682,1
683,5
684,1
685,2
686,0
687,4
688,5
689,0
690,2
691,2
692,5
693,0
694,5
695,5
696,1
697,1
698,3
699,0
700,2
701,1
702,1
703,3
704,1
705,0
706,1
707,1
708,2
709,1
710,1
711,2
712,5
713,5
714,4
715,2
716,2
717,5
718,5
719,5
720,2
721,0
722,1
723,5
724,5
725,0
726,5
727,2
728,5
729,1
730,1
731,5
732,1
733,3
734,3
735,3
736,2
737,3
738,0
739,3
740,3
741,0
742,5
743,4
744,3
745,5
746,2
747,3
748,1
749,1
750,1
751,2
752,5
753,2
754,1
755,2
756,3
757,5
758,2
759,4
760,1
761,0
762,4
763,1
764,0
765,2
766,4
767,3
768,2
769,2
770,2
771,1
772,5
773,0
774,0
775,2
776,1
777,0
778,0
779,2
780,4
781,3
782,0
783,4
784,1
785,5
786,1
787,5
788,3
789,1
790,2
791,4
792,3
793,4
794,5
795,4
796,0
797,5
798,2
799,2
800,5
801,1
802,1
803,2
804,5
805,0
806,0
807,2
808,5
809,3
810,4
811,5
812,5
813,0
814,1
815,2
816,0
817,3
818,1
819,2
820,5
821,0
822,3
823,3
824,0
825,5
826,3
827,5
828,2
829,3
830,3
831,4
832,4
833,3
834,1
835,4
836,2
837,2
838,2
839,1
840,4
841,5
842,5
843,2
844,0
845,1
846,5
847,3
848,1
849,2
850,3
851,2
852,5
853,1
854,2
855,1
856,1
857,4
858,4
859,5
860,3
861,2
862,1
863,4
864,1
865,2
866,3
867,5
868,3
869,1
870,1
871,2
872,5
873,0
874,3
875,2
876,3
877,5
878,1
879,5
880,0
881,0
882,1
883,1
884,1
885,1
886,2
887,3
888,1
889,5
890,4
891,1
892,1
893,5
894,2
895,5
896,1
897,5
898,5
899,5
900,2
901,4
902,2
903,2
904,1
905,2
906,4
907,3
908,1
909,2
910,3
911,3
912,5
913,5
914,0
915,5
916,1
917,5
918,1
919,4
920,3
921,0
922,2
923,2
924,5
925,2
926,3
927,4
928,3
929,2
930,4
931,5
932,2
933,1
934,1
935,0
936,4
937,2
938,4
939,5
940,0
941,3
942,0
943,1
944,2
945,1
946,2
947,2
948,5
949,2
950,2
951,2
952,3
953,4
954,3
955,4
956,4
957,2
958,2
959,0
960,5
961,3
962,0
963,0
964,2
965,5
966,0
967,0
968,5
969,0
970,0
971,5
972,3
973,4
974,4
975,4
976,2
977,1
978,3
979,1
980,5
981,5
982,1
983,1
984,4
985,0
986,3
987,0
988,3
989,2
990,5
991,0
992,4
993,5
994,2
995,0
996,2
997,1
998,5
999,3
1000,1
1001,1
1002,1
1003,0
1004,3
1005,4
1006,5
1007,4
1008,0
1009,1
1010,0
1011,0
1012,2
1013,0
1014,5
1015,3
1016,2
1017,5
1018,0
1019,4
1020,0
1021,2
1022,1
1023,3
1024,3
1025,4
1026,4
1027,3
1028,4
1029,5
1030,3
1031,1
1032,2
1033,3
1034,0
1035,3
1036,2
1037,0
1038,4
1039,1
1040,0
1041,1
1042,5
1043,3
1044,5
1045,0
1046,2
1047,5
1048,5
1049,5
1050,3
1051,1
1052,3
1053,2
1054,2
1055,5
1056,5
1057,2
1058,4
1059,0
1060,5
1061,1
1062,4
1063,1
1064,2
1065,2
1066,1
1067,0
1068,5
1069,1
1070,4
1071,1
1072,4
1073,3
1074,1
1075,5
1076,2
1077,1
1078,3
1079,5
1080,3
1081,4
1082,1
1083,5
1084,4
1085,4
1086,2
1087,2
1088,3
1089,4
