id,label
0,3
1,5
2,5
3,4
4,5
5,0
6,2
7,5
8,4
9,2
10,1
11,2
12,2
13,5
14,3
15,5
16,2
17,0
18,0
19,0
20,1
21,2
22,1
23,3
24,5
25,0
26,4
27,5
28,2
29,0
30,4
31,0
32,1
33,5
34,4
35,2
36,5
37,2
38,5
39,0
40,1
41,5
42,1
43,3
44,3
45,0
46,2
47,3
48,1
49,5
50,0
51,0
52,2
53,1
54,2
55,3
56,0
57,1
58,1
59,5
60,4
61,4
62,5
63,0
64,0
65,3
66,1
67,5
68,1
69,3
70,5
71,1
72,1
73,1
74,2
75,0
76,5
77,5
78,1
79,0
80,4
81,1
82,2
83,5
84,2
85,5
86,0
87,0
88,0
89,0
90,0
91,0
92,2
93,0
94,1
95,2
96,0
97,2
98,5
99,1
100,2
101,0
102,0
103,2
104,5
105,3
106,2
107,5
108,3
109,1
110,0
111,1
112,5
113,0
114,2
115,1
116,1
117,4
118,2
119,4
120,4
121,4
122,2
123,5
124,4
125,1
126,3
127,0
128,0
129,1
130,0
131,0
132,5
133,1
134,0
135,3
136,2
137,2
138,4
139,5
140,1
141,2
142,4
143,4
144,5
145,3
146,2
147,3
148,2
149,0
150,1
151,5
152,4
153,3
154,4
155,0
156,1
157,4
158,2
159,3
160,2
161,5
162,5
163,2
164,4
165,2
166,1
167,2
168,1
169,0
170,3
171,0
172,4
173,0
174,4
175,0
176,5
177,2
178,1
179,0
180,3
181,5
182,5
183,1
184,1
185,1
186,4
187,0
188,4
189,5
190,5
191,0
192,1
193,5
194,5
195,3
196,2
197,2
198,0
199,2
200,1
201,0
202,0
203,3
204,5
205,5
206,2
207,0
208,0
209,4
210,1
211,4
212,3
213,0
214,5
215,4
216,3
217,0
218,0
219,0
220,2
221,2
222,5
223,3
224,0
225,3
226,5
227,1
228,2
229,5
230,1
231,2
232,0
233,5
234,0
235,5
236,2
237,1
238,5
239,5
240,0
241,5
242,1
243,4
244,1
245,0
246,4
247,5
248,0
249,1
250,3
251,2
252,5
253,2
254,1
255,5
256,1
257,1
258,5
259,5
260,2
261,5
